country,year,population,yearly_growth
Brazil,2007,190010647,5.611805141886179
Bulgaria,1952,7274900,0.0
Bulgaria,1957,7651254,5.173321970061444
Bulgaria,1962,8012946,4.7272251058453945
Bulgaria,1967,8310226,3.709996298489968
Bulgaria,1972,8576200,3.2005627765117337
Bulgaria,1977,8797022,2.574823348336093
Bulgaria,1982,8892098,1.0807748349384598
Bulgaria,1987,8971958,0.898100763171976
Bulgaria,1992,8658506,-3.493685547792355
Bulgaria,1997,8066057,-6.842392902424506
Bulgaria,2002,7661799,-5.011841597449659
Bulgaria,2007,7322858,-4.423778279748659
Burkina Faso,1952,4469979,0.0
Burkina Faso,1957,4713416,5.446043482530903
Burkina Faso,1962,4919632,4.375085924942759
Burkina Faso,1967,5127935,4.234117511228482
Burkina Faso,1972,5433886,5.966358777948629
Burkina Faso,1977,5889574,8.386042695779778
Burkina Faso,1982,6634596,12.649845302903062
Burkina Faso,1987,7586551,14.348349168510035
Burkina Faso,1992,8878303,17.026867676761153
Burkina Faso,1997,10352843,16.608354096497948
Burkina Faso,2002,12251209,18.33666365847526
Burkina Faso,2007,14326203,16.937054946985235
Burundi,1952,2445618,0.0
Burundi,1957,2667518,9.073371229685094
Burundi,1962,2961915,11.036364140748066
Burundi,1967,3330989,12.460654677801356
Burundi,1972,3529983,5.974021529341586
Burundi,1977,3834415,8.624177510203307
Burundi,1982,4580410,19.455249366591776
Burundi,1987,5126023,11.91188125080506
Burundi,1992,5809236,13.328324902170746
Burundi,1997,6121610,5.3771958997706415
Burundi,2002,7021078,14.693324141851571
Burundi,2007,8390505,19.504511985196576
Cambodia,1952,4693836,0.0
Cambodia,1957,5322536,13.394162045712719
Cambodia,1962,6083619,14.299255091933619
Cambodia,1967,6960067,14.406687861287828
Cambodia,1972,7450606,7.047906291706675
Cambodia,1977,6978607,-6.335041740228915
Cambodia,1982,7272485,4.211126948401021
Cambodia,1987,8371791,15.115961050452492
Cambodia,1992,10150094,21.24160767988594
Cambodia,1997,11782962,16.087220473032072
Cambodia,2002,12926707,9.706769825787438
Cambodia,2007,14131858,9.322954407491405
Cameroon,1952,5009067,0.0
Cameroon,1957,5359923,7.004418188057776
Cameroon,1962,5793633,8.09172072061483
Cameroon,1967,6335506,9.352905163305996
Cameroon,1972,7021028,10.820319639820402
Cameroon,1977,7959865,13.371788290831486
Cameroon,1982,9250831,16.218440890643247
Cameroon,1987,10780667,16.537281893918504
Cameroon,1992,12467171,15.643781595331719
Cameroon,1997,14195809,13.865519290623348
Cameroon,2002,15929988,12.216133649022751
Cameroon,2007,17696293,11.087924234468979
Canada,1952,14785584,0.0
Canada,1957,17010154,15.045533541319708
Canada,1962,18985849,11.614797843687953
Canada,1967,20819767,9.659394215133597
Canada,1972,22284500,7.035299674583293
Canada,1977,23796400,6.784536336915793
Canada,1982,25201900,5.906355583197458
Canada,1987,26549700,5.348009475476055
Canada,1992,28523502,7.434366490016836
Canada,1997,30305843,6.248675215266345
Canada,2002,31902268,5.267713556095437
Canada,2007,33390141,4.6638470970151715
Central African Republic,1952,1291695,0.0
Central African Republic,1957,1392284,7.787364664258978
Central African Republic,1962,1523478,9.42293382671926
Central African Republic,1967,1733638,13.794751220562423
Central African Republic,1972,1927260,11.168536914857658
Central African Republic,1977,2167533,12.467077612776688
Central African Republic,1982,2476971,14.27604562421887
Central African Republic,1987,2840009,14.656530092601002
Central African Republic,1992,3265124,14.9687905918608
Central African Republic,1997,3696513,13.212025025695809
Central African Republic,2002,4048013,9.508961553767023
Central African Republic,2007,4369038,7.930434017874943
Chad,1952,2682462,0.0
Chad,1957,2894855,7.917838165088639
Chad,1962,3150417,8.828145105713412
Chad,1967,3495967,10.968389264024413
Chad,1972,3899068,11.53045781038551
Chad,1977,4388260,12.546382879190618
Chad,1982,4875118,11.09455684029661
Chad,1987,5498955,12.796346673044631
Chad,1992,6429417,16.920705843201116
Chad,1997,7562011,17.61581182244051
Chad,2002,8835739,16.843773435399658
Chad,2007,10238807,15.879464071992167
Chile,1952,6377619,0.0
Chile,1957,7048426,10.518141645024578
Chile,1962,7961258,12.95086307212419
Chile,1967,8858908,11.275228110934227
Chile,1972,9717524,9.692120067168549
Chile,1977,10599793,9.079154319557121
Chile,1982,11487112,8.371097435581996
Chile,1987,12463354,8.498585197045177
Chile,1992,13572994,8.903221396102525
Chile,1997,14599929,7.566016753562257
Chile,2002,15497046,6.144666867900522
Chile,2007,16284741,5.082871922816774
China,1952,556263527,0.0
China,1957,637408000,14.587415687241345
China,1962,665770000,4.449583312415282
China,1967,754550000,13.334935488231672
China,1972,862030000,14.24425154065337
China,1977,943455000,9.445726946857997
China,1982,1000281000,6.023180755838911
China,1987,1084035000,8.373047173744178
China,1992,1164970000,7.466087349578196
China,1997,1230075000,5.588555928478845
China,2002,1280400000,4.09121395036888
China,2007,1318683096,2.98993252108716
Colombia,1952,12350771,0.0
Colombia,1957,14485993,17.288167677953062
Colombia,1962,17009885,17.422982325063945
Colombia,1967,19764027,16.19142045933879
Colombia,1972,22542890,14.060206454888977
Colombia,1977,25094412,11.318522159314977
Colombia,1982,27764644,10.640743445194094
Colombia,1987,30964245,11.524012337417329
Colombia,1992,34202721,10.458759772763715
Colombia,1997,37657830,10.101854177040476
Colombia,2002,41008227,8.896946531438482
Colombia,2007,44227550,7.850432060864275
Comoros,1952,153936,0.0
Comoros,1957,170928,11.038353601496725
Comoros,1962,191689,12.14604979874567
Comoros,1967,217378,13.401394967890697
Comoros,1972,250027,15.019459190902484
Comoros,1977,304739,21.88243669683674
Comoros,1982,348643,14.407082782315358
Comoros,1987,395114,13.329107425073786
Comoros,1992,454429,15.012123083464518
Comoros,1997,527982,16.18580680370311
Comoros,2002,614382,16.364194233894338
Comoros,2007,710960,15.719536054116167
"Congo, Dem. Rep.",1952,14100005,0.0
"Congo, Dem. Rep.",1957,15577932,10.481748056117711
"Congo, Dem. Rep.",1962,17486434,12.251318082528542
"Congo, Dem. Rep.",1967,19941073,14.037390356432876
"Congo, Dem. Rep.",1972,23007669,15.3782898242236
"Congo, Dem. Rep.",1977,26480870,15.095840434769814
"Congo, Dem. Rep.",1982,30646495,15.730695403889674
"Congo, Dem. Rep.",1987,35481645,15.77717125563625
"Congo, Dem. Rep.",1992,41672143,17.4470433938449
"Congo, Dem. Rep.",1997,47798986,14.702490822226252
"Congo, Dem. Rep.",2002,55379852,15.859888743246561
"Congo, Dem. Rep.",2007,64606759,16.661126143854627
"Congo, Rep.",1952,854885,0.0
"Congo, Rep.",1957,940458,10.009884370412395
"Congo, Rep.",1962,1047924,11.426985575113402
"Congo, Rep.",1967,1179760,12.580683331997358
"Congo, Rep.",1972,1340458,13.621244998982842
"Congo, Rep.",1977,1536769,14.645069073406253
"Congo, Rep.",1982,1774735,15.484825630917854
"Congo, Rep.",1987,2064095,16.30440600991134
"Congo, Rep.",1992,2409073,16.713281123204116
"Congo, Rep.",1997,2800947,16.266588849735978
"Congo, Rep.",2002,3328795,18.845340522330485
"Congo, Rep.",2007,3800610,14.173747557299263
Costa Rica,1952,926317,0.0
Costa Rica,1957,1112300,20.07768398939024
Costa Rica,1962,1345187,20.937426953160116
Costa Rica,1967,1588717,18.103802668327898
Costa Rica,1972,1834796,15.489165156538261
Costa Rica,1977,2108457,14.915064127020116
Costa Rica,1982,2424367,14.982994673355918
Costa Rica,1987,2799811,15.486269199341518
Costa Rica,1992,3173216,13.336793090676476
Costa Rica,1997,3518107,10.868815737724756
Costa Rica,2002,3834934,9.005610119305638
Costa Rica,2007,4133884,7.7954405473470985
Cote d'Ivoire,1952,2977019,0.0
Cote d'Ivoire,1957,3300000,10.849141372628122
Cote d'Ivoire,1962,3832408,16.13357575757576
Cote d'Ivoire,1967,4744870,23.809103832368578
Cote d'Ivoire,1972,6071696,27.963379397117304
Cote d'Ivoire,1977,7459574,22.858160224095542
Cote d'Ivoire,1982,9025951,20.998209817343458
Cote d'Ivoire,1987,10761098,19.22397983326078
Cote d'Ivoire,1992,12772596,18.692311881185358
Cote d'Ivoire,1997,14625967,14.510527069046889
Cote d'Ivoire,2002,16252726,11.122403052051192
Cote d'Ivoire,2007,18013409,10.83315500427436
Croatia,1952,3882229,0.0
Croatia,1957,3991242,2.8080002493412937
Croatia,1962,4076557,2.137555177060173
Croatia,1967,4174366,2.399304118647182
Croatia,1972,4225310,1.220400894411271
Croatia,1977,4318673,2.209613022476457
Croatia,1982,4413368,2.192687429680367
Croatia,1987,4484310,1.607434503535622
Croatia,1992,4494013,0.2163766554943793
Croatia,1997,4444595,-1.0996407887560626
Croatia,2002,4481020,0.8195347382607415
Croatia,2007,4493312,0.2743125449116496
Cuba,1952,6007797,0.0
Cuba,1957,6640752,10.535559041026186
Cuba,1962,7254373,9.2402336361906
Cuba,1967,8139332,12.198972950522394
Cuba,1972,8831348,8.50212277862606
Cuba,1977,9537988,8.001496487285973
Cuba,1982,9789224,2.6340565746151077
Cuba,1987,10239839,4.603173857294511
Cuba,1992,10723260,4.720982429508902
Cuba,1997,10983007,2.422276434591719
Cuba,2002,11226999,2.2215409677877838
Cuba,2007,11416987,1.6922420675373713
Czech Republic,1952,9125183,0.0
Czech Republic,1957,9513758,4.258270765638343
Czech Republic,1962,9620282,1.119683725400625
Czech Republic,1967,9835109,2.2330634382651153
Czech Republic,1972,9862158,0.2750249132978598
Czech Republic,1977,10161915,3.039466615724469
Czech Republic,1982,10303704,1.3952980319162283
Czech Republic,1987,10311597,0.07660352044274564
Czech Republic,1992,10315702,0.039809546474711924
Czech Republic,1997,10300707,-0.14536092647887658
Czech Republic,2002,10256295,-0.4311548712141798
Czech Republic,2007,10228744,-0.26862526867645675
Denmark,1952,4334000,0.0
Denmark,1957,4487831,3.5494000922934936
Denmark,1962,4646899,3.544429369109488
Denmark,1967,4838800,4.129657218717257
Denmark,1972,4991596,3.1577250557989585
Denmark,1977,5088419,1.9397202818497332
Denmark,1982,5117810,0.5776057356911842
Denmark,1987,5127024,0.18003794591827363
Denmark,1992,5171393,0.8653948177344205
Denmark,1997,5283663,2.170981783824977
Denmark,2002,5374693,1.7228577977058717
Denmark,2007,5468120,1.7382760280447644
Djibouti,1952,63149,0.0
Djibouti,1957,71851,13.780107365120589
Djibouti,1962,89898,25.11725654479409
Djibouti,1967,127617,41.95755189214443
Djibouti,1972,178848,40.14433813676862
Djibouti,1977,228694,27.870594023975663
Djibouti,1982,305991,33.799312618608276
Djibouti,1987,311025,1.6451464258752708
Djibouti,1992,384156,23.512900892211235
Djibouti,1997,417908,8.786014015139683
Djibouti,2002,447416,7.060884213750394
Djibouti,2007,496374,10.942389185903052
Dominican Republic,1952,2491346,0.0
Dominican Republic,1957,2923186,17.33360199667168
Dominican Republic,1962,3453434,18.139386272375415
Dominican Republic,1967,4049146,17.24984464738576
Dominican Republic,1972,4671329,15.365783303442257
Dominican Republic,1977,5302800,13.518015965049775
Dominican Republic,1982,5968349,12.55089763898318
Dominican Republic,1987,6655297,11.509849708855832
Dominican Republic,1992,7351181,10.456092342685833
Dominican Republic,1997,7992357,8.722081526764203
Dominican Republic,2002,8650322,8.232427555475812
Dominican Republic,2007,9319622,7.7372842305754626
Ecuador,1952,3548753,0.0
Ecuador,1957,4058385,14.360875496265871
Ecuador,1962,4681707,15.358868121186136
Ecuador,1967,5432424,16.03511283384458
Ecuador,1972,6298651,15.945496890522538
Ecuador,1977,7278866,15.562300562453771
Ecuador,1982,8365850,14.933425069234685
Ecuador,1987,9545158,14.096690712838505
Ecuador,1992,10748394,12.605721141546322
Ecuador,1997,11911819,10.824175220967895
Ecuador,2002,12921234,8.474062609581292
Ecuador,2007,13755680,6.457943567928575
Egypt,1952,22223309,0.0
Egypt,1957,25009741,12.538330812931594
Egypt,1962,28173309,12.64934330987274
Egypt,1967,31681188,12.451072041271404
Egypt,1972,34807417,9.86777705432006
Egypt,1977,38783863,11.424134114864081
Egypt,1982,45681811,17.785613568199743
Egypt,1987,52799062,15.580054389700093
Egypt,1992,59402198,12.50616156779452
Egypt,1997,66134291,11.333070537221534
Egypt,2002,73312559,10.854078710846087
Egypt,2007,80264543,9.482664491359523
El Salvador,1952,2042865,0.0
El Salvador,1957,2355805,15.318682340732256
El Salvador,1962,2747687,16.63473844397138
El Salvador,1967,3232927,17.659944527888367
El Salvador,1972,3790903,17.25915865096861
El Salvador,1977,4282586,12.97007599508613
El Salvador,1982,4474873,4.489974048390389
El Salvador,1987,4842194,8.20852345977193
El Salvador,1992,5274649,8.930972199792079
El Salvador,1997,5783439,9.645949901121382
El Salvador,2002,6353681,9.859912069618094
El Salvador,2007,6939688,9.223110193917512
Equatorial Guinea,1952,216964,0.0
Equatorial Guinea,1957,232922,7.3551372577939205
Equatorial Guinea,1962,249220,6.997192193094684
Equatorial Guinea,1967,259864,4.270925286895113
Equatorial Guinea,1972,277603,6.826262968321892
Equatorial Guinea,1977,192675,-30.593329322809915
Equatorial Guinea,1982,285483,48.16815881666018
Equatorial Guinea,1987,341244,19.53216128455985
Equatorial Guinea,1992,387838,13.654159487053253
Equatorial Guinea,1997,439971,13.44195256782471
Equatorial Guinea,2002,495627,12.64992465412493
Equatorial Guinea,2007,551201,11.212867741265105
Eritrea,1952,1438760,0.0
Eritrea,1957,1542611,7.21809057799772
Eritrea,1962,1666618,8.038773222802119
Eritrea,1967,1820319,9.222329292015328
Eritrea,1972,2260187,24.164336031212112
Eritrea,1977,2512642,11.169651006752982
Eritrea,1982,2637297,4.961112645573862
Eritrea,1987,2915959,10.56619713289781
Eritrea,1992,3668440,25.80560974965697
Eritrea,1997,4058319,10.627923586047475
Eritrea,2002,4414865,8.78555874981735
Eritrea,2007,4906585,11.137826411453124
Ethiopia,1952,20860941,0.0
Ethiopia,1957,22815614,9.37001355787354
Ethiopia,1962,25145372,10.211243931458517
Ethiopia,1967,27860297,10.796917221984229
Ethiopia,1972,30770372,10.445240407882228
Ethiopia,1977,34617799,12.503673988731759
Ethiopia,1982,38111756,10.092949583536493
Ethiopia,1987,42999530,12.824845960915576
Ethiopia,1992,52088559,21.137507782061803
Ethiopia,1997,59861301,14.922167457156954
Ethiopia,2002,67946797,13.507050239352466
Ethiopia,2007,76511887,12.605583159423983
Finland,1952,4090500,0.0
Finland,1957,4324000,5.708348612639042
Finland,1962,4491443,3.87240980573543
Finland,1967,4605744,2.5448614175889577
Finland,1972,4639657,0.736319691237724
Finland,1977,4738902,2.1390589864724916
Finland,1982,4826933,1.8576244032900449
Finland,1987,4931729,2.171068046728637
Finland,1992,5041039,2.216464043340581
Finland,1997,5134406,1.8521380215467484
Finland,2002,5193039,1.141962672994695
Finland,2007,5238460,0.8746516249926104
France,1952,42459667,0.0
France,1957,44310863,4.35989288375719
France,1962,47124000,6.348639610110957
France,1967,49569000,5.188439011968423
France,1972,51732000,4.3636143557465354
France,1977,53165019,2.7700823474831826
France,1982,54433565,2.3860538825350557
France,1987,55630100,2.1981565969452856
France,1992,57374179,3.1351354752193505
France,1997,58623428,2.177371461820831
France,2002,59925035,2.220284695736319
France,2007,61083916,1.933884560935175
Gabon,1952,420702,0.0
Gabon,1957,434904,3.3757861859463465
Gabon,1962,455661,4.772777440538602
Gabon,1967,489004,7.317501388093341
Gabon,1972,537977,10.014846504323073
Gabon,1977,706367,31.300594635086632
Gabon,1982,753874,6.725540689188482
Gabon,1987,880397,16.783043320236537
Gabon,1992,985739,11.965283843538767
Gabon,1997,1126189,14.248193487322707
Gabon,2002,1299304,15.371753764243834
Gabon,2007,1454867,11.972794665451657
Gambia,1952,284320,0.0
Gambia,1957,323150,13.657146876758583
Gambia,1962,374020,15.741915519108773
Gambia,1967,439593,17.531950163092883
Gambia,1972,517101,17.631763927087103
Gambia,1977,608274,17.631565206797127
Gambia,1982,715523,17.63169229656372
Gambia,1987,848406,18.57145053338607
Gambia,1992,1025384,20.860059924140092
Gambia,1997,1235767,20.51748418153589
Gambia,2002,1457766,17.964470648593142
Gambia,2007,1688359,15.818245177895493
Germany,1952,69145952,0.0
Germany,1957,71019069,2.7089322596932357
Germany,1962,73739117,3.8300248627590427
Germany,1967,76368453,3.565727536444463
Germany,1972,78717088,3.0753994715592836
Germany,1977,78160773,-0.706727108604424
Germany,1982,78335266,0.2232488156175221
Germany,1987,77718298,-0.7875992914864169
Germany,1992,80597764,3.705003936138694
Germany,1997,82011073,1.7535337580829164
Germany,2002,82350671,0.4140879854114334
Germany,2007,82400996,0.061110613172781554
Ghana,1952,5581001,0.0
Ghana,1957,6391288,14.518667887714049
Ghana,1962,7355248,15.082405925065496
Ghana,1967,8490213,15.43068296269548
Ghana,1972,9354120,10.175327756794793
Ghana,1977,10538093,12.65723552830197
Ghana,1982,11400338,8.182172998473252
Ghana,1987,14168101,24.27790298849034
Ghana,1992,16278738,14.89710582949684
Ghana,1997,18418288,13.143217858779963
Ghana,2002,20550751,11.57796533532324
Ghana,2007,22873338,11.301713499423938
Greece,1952,7733250,0.0
Greece,1957,8096218,4.693602301748942
Greece,1962,8448233,4.347894288419606
Greece,1967,8716441,3.1747230456356967
Greece,1972,8888628,1.9754278150910447
Greece,1977,9308479,4.7234623836209595
Greece,1982,9786480,5.135113910661452
Greece,1987,9974490,1.9211197488780438
Greece,1992,10325429,3.5183653500078704
Greece,1997,10502372,1.7136624541217609
Greece,2002,10603863,0.9663626464573907
Greece,2007,10706290,0.9659404313314874
Guatemala,1952,3146381,0.0
Guatemala,1957,3640876,15.716310262488872
Guatemala,1962,4208858,15.60014677786335
Guatemala,1967,4690773,11.450018033395281
Guatemala,1972,5149581,9.781074462567258
Guatemala,1977,5703430,10.755224551279026
Guatemala,1982,6395630,12.136556423064718
Guatemala,1987,7326406,14.553312183475278
Guatemala,1992,8486949,15.840549923113734
Guatemala,1997,9803875,15.517072153962513
Guatemala,2002,11178650,14.022771608165138
Guatemala,2007,12572928,12.472686773447599
Guinea,1952,2664249,0.0
Guinea,1957,2876726,7.975117941303535
Guinea,1962,3140003,9.151966506368698
Guinea,1967,3451418,9.917665683758901
Guinea,1972,3811387,10.42959734230974
Guinea,1977,4227026,10.905190157808693
Guinea,1982,4710497,11.437615950315896
Guinea,1987,5650262,19.950442596609232
Guinea,1992,6990574,23.72123628957383
Guinea,1997,8048834,15.138384916603414
Guinea,2002,8807818,9.429738518647547
Guinea,2007,9947814,12.943001319963695
Guinea-Bissau,1952,580653,0.0
Guinea-Bissau,1957,601095,3.520519139658281
Guinea-Bissau,1962,627820,4.44605262063401
Guinea-Bissau,1967,601287,-4.226211334458921
Guinea-Bissau,1972,625361,4.003745299665551
Guinea-Bissau,1977,745228,19.167648766072716
Guinea-Bissau,1982,825987,10.83681772558197
Guinea-Bissau,1987,927524,12.292808482457957
Guinea-Bissau,1992,1050938,13.305747344543107
Guinea-Bissau,1997,1193708,13.585006917629775
Guinea-Bissau,2002,1332459,11.623529372342315
Guinea-Bissau,2007,1472041,10.475519321795266
Haiti,1952,3201488,0.0
Haiti,1957,3507701,9.56470866047288
Haiti,1962,3880130,10.617467110224046
Haiti,1967,4318137,11.288461984521138
Haiti,1972,4698301,8.80388926984021
Haiti,1977,4908554,4.475085781008922
Haiti,1982,5198399,5.904895820642902
Haiti,1987,5756203,10.730303695426228
Haiti,1992,6326682,9.910682441185621
Haiti,1997,6913545,9.275999647208442
Haiti,2002,7607651,10.039798685045081
Haiti,2007,8502814,11.766614951185327
Honduras,1952,1517453,0.0
Honduras,1957,1770390,16.66852284716561
Honduras,1962,2090162,18.062234874801597
Honduras,1967,2500689,19.64091778531999
Honduras,1972,2965146,18.57316123676315
Honduras,1977,3055235,3.0382652321335946
Honduras,1982,3669448,20.103625416702805
Honduras,1987,4372203,19.15151815749944
Honduras,1992,5077347,16.127887932010477
Honduras,1997,5867957,15.571321006817143
Honduras,2002,6677328,13.793062900767678
Honduras,2007,7483763,12.077211123970546
"Hong Kong, China",1952,2125900,0.0
"Hong Kong, China",1957,2736300,28.712545274942375
"Hong Kong, China",1962,3305200,20.790848956620252
"Hong Kong, China",1967,3722800,12.634636330630522
"Hong Kong, China",1972,4115700,10.553884173202965
"Hong Kong, China",1977,4583700,11.37109118740433
"Hong Kong, China",1982,5264500,14.852629971420466
"Hong Kong, China",1987,5584510,6.078639946813563
"Hong Kong, China",1992,5829696,4.390465770497322
"Hong Kong, China",1997,6495918,11.428074465632514
"Hong Kong, China",2002,6762476,4.103469286404169
"Hong Kong, China",2007,6980412,3.222724930927666
Hungary,1952,9504000,0.0
Hungary,1957,9839000,3.52483164983165
Hungary,1962,10063000,2.276654131517431
